,index,carID,brand,model,year,transmission,mileage,fuelType,tax,mpg,engineSize,price
5933,3261,17582,toyota, Prius,2017,Automatic,23583,Hybrid,135.0,94.1,1.8,20095
5934,3262,19147,bmw, Z4,2019,Automatic,3066,Petrol,145.0,33.2,3.0,38250
5935,3263,18391,hyundi, Santa Fe,2014,Semi-Auto,46000,Diesel,265.0,41.5,2.2,14791
5936,3264,13853,merc, V Class,2018,Manual,23415,Diesel,145.0,46.3,2.1,19990
5937,3265,12476,vw, Shuttle,2018,Manual,24511,Diesel,150.0,47.1,2.0,18998
5938,3266,12463,skoda, Rapid,2017,Manual,37188,Diesel,145.0,67.3,1.6,8872
5939,3267,18278,vw, Shuttle,2018,Manual,21590,Diesel,145.0,47.1,2.0,19998
5940,3268,18958,ford, Edge,2018,Semi-Auto,9600,Diesel,145.0,47.9,2.0,25990
5941,3269,17942,toyota, Prius,2016,Automatic,23344,Hybrid,0.0,94.1,1.8,19490
5942,3270,17414,hyundi, IX20,2018,Automatic,13000,Petrol,150.0,43.5,1.6,12000
5943,3271,18231,ford, KA,2017,Manual,20301,Petrol,145.0,57.7,1.2,6699
5944,3272,19581,vauxhall, Zafira Tourer,2016,Automatic,28500,Diesel,200.0,46.3,2.0,9290
5945,3273,15318,audi, S3,2014,Automatic,38473,Petrol,205.0,40.9,2.0,17990
5946,3274,19105,skoda, Rapid,2017,Manual,31600,Petrol,20.0,60.1,1.2,8250
5947,3275,12094,ford, Grand Tourneo Connect,2017,Manual,27252,Diesel,30.0,64.2,1.5,14200
5948,3276,15522,skoda, Yeti,2016,Semi-Auto,31691,Petrol,125.0,51.4,1.2,12490
5949,3277,16907,vw, Amarok,2017,Automatic,30653,Diesel,260.0,36.2,3.0,25999
5950,3278,13130,audi, A8,2018,Semi-Auto,11000,Diesel,145.0,48.7,3.0,38750
5951,3279,12018,toyota, Avensis,2016,Automatic,20251,Petrol,145.0,46.3,1.8,12498
5952,3280,18963,audi, A7,2019,Automatic,978,Diesel,145.0,48.7,2.0,35950
5953,3281,12038,merc, S Class,2019,Semi-Auto,83,Diesel,145.0,52.3,3.0,49998
5954,3282,15198,merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,26995
5955,3283,12169,toyota, Avensis,2012,Automatic,58000,Petrol,200.0,42.2,1.8,8995
5956,3284,16012,bmw, 8 Series,2019,Semi-Auto,3185,Petrol,145.0,24.4,4.4,84898
5957,3285,18921,hyundi, Santa Fe,2017,Automatic,42570,Diesel,145.0,42.8,2.2,17600
5958,3286,16244,ford, KA,2009,Manual,73000,Petrol,30.0,55.4,1.2,2995
5959,3287,17458,vw, Scirocco,2016,Manual,30989,Petrol,145.0,46.3,2.0,14750
5960,3288,18048,merc, GL Class,2014,Automatic,35598,Diesel,145.0,55.4,2.1,16499
5961,3289,13225,merc, CLS Class,2019,Automatic,3335,Diesel,145.0,48.7,2.9,49950
5962,3290,12225,bmw, X4,2015,Automatic,31723,Diesel,200.0,47.9,3.0,23500
5963,3291,14676,ford, Grand C-MAX,2017,Manual,6994,Petrol,30.0,54.3,1.0,14500
5964,3292,17516,bmw, M3,2017,Semi-Auto,30573,Petrol,300.0,34.0,3.0,37572
5965,3293,19478,ford, Fusion,2010,Manual,77000,Diesel,30.0,62.8,1.4,2395
5966,3294,19088,vw, Arteon,2019,Automatic,4444,Diesel,145.0,50.4,2.0,28000
5967,3295,16947,hyundi, I800,2018,Manual,33389,Diesel,145.0,31.7,2.5,15838
5968,3296,14479,merc, CLS Class,2016,Automatic,13588,Diesel,165.0,51.4,3.0,22802
5969,3297,17549,merc, X-CLASS,2019,Automatic,303,Diesel,265.0,31.4,3.0,37891
5970,3298,18196,ford, Galaxy,2019,Semi-Auto,4577,Diesel,145.0,54.3,2.0,28450
5971,3299,13282,toyota, Avensis,2017,Manual,43980,Diesel,145.0,67.3,1.6,11341
5972,3300,15693,skoda, Scala,2019,Semi-Auto,1500,Petrol,145.0,45.6,1.5,16990
5973,3301,15422,toyota, Land Cruiser,2019,Automatic,789,Diesel,145.0,30.1,2.8,48995
5974,3302,17660,audi, RS4,2018,Semi-Auto,13896,Petrol,145.0,32.1,2.9,54950
5975,3303,17721,ford, KA,2013,Manual,40000,Petrol,30.0,57.7,1.2,4500
5976,3304,16569,ford, KA,2018,Manual,15179,Petrol,150.0,57.7,1.2,8217
5977,3305,14096,merc, CLS Class,2013,Automatic,51423,Diesel,145.0,55.0,2.1,12400
5978,3306,18858,ford, Galaxy,2007,Manual,134000,Diesel,235.0,44.8,1.8,3395
5979,3307,19123,bmw, 8 Series,2020,Semi-Auto,3000,Diesel,145.0,40.4,3.0,63000
5980,3308,19196,vw, Tiguan Allspace,2018,Semi-Auto,29979,Diesel,145.0,55.4,2.0,21750
5981,3309,19172,bmw, Z3,2001,Manual,60000,Petrol,325.0,30.7,2.2,5950
5982,3310,15745,merc, S Class,2016,Semi-Auto,17624,Diesel,200.0,47.9,3.0,30498
5983,3311,14012,audi, RS6,2018,Automatic,3840,Petrol,150.0,29.4,4.0,70000
5984,3312,13705,audi, RS3,2016,Semi-Auto,50661,Petrol,300.0,34.9,2.5,24998
5985,3313,13108,bmw, M4,2019,Semi-Auto,5486,Petrol,145.0,34.0,3.0,42485
5986,3314,17930,merc, X-CLASS,2019,Automatic,7000,Diesel,260.0,35.8,2.3,31750
5987,3315,13905,vw, Arteon,2019,Semi-Auto,3987,Diesel,145.0,50.4,2.0,27991
5988,3316,17997,vw, Shuttle,2017,Manual,18722,Diesel,200.0,47.1,2.0,17998
5989,3317,14636,skoda, Scala,2019,Manual,20,Petrol,145.0,49.6,1.0,14750
5990,3318,14647,merc, GL Class,2017,Automatic,28000,Diesel,200.0,47.9,2.1,27990
5991,3319,12931,audi, A7,2015,Semi-Auto,55449,Diesel,160.0,52.3,3.0,22450
5992,3320,12339,bmw, M4,2019,Semi-Auto,12,Petrol,145.0,32.5,3.0,48940
5993,3321,15825,bmw, 7 Series,2017,Semi-Auto,25050,Diesel,145.0,57.6,3.0,26995
5994,3322,13940,hyundi, I40,2019,Manual,3472,Diesel,145.0,54.3,1.6,16000
5995,3323,17689,bmw, X7,2019,Automatic,10,Diesel,145.0,33.6,3.0,67120
5996,3324,13453,hyundi, IX35,2013,Manual,69605,Diesel,145.0,53.3,1.7,6998
5997,3325,15523,vw, Scirocco,2016,Manual,22000,Diesel,20.0,55.4,2.0,14681
5998,3326,16963,vw, Scirocco,2016,Manual,10173,Petrol,125.0,52.3,1.4,14000
5999,3327,14303,ford, Edge,2016,Semi-Auto,20331,Diesel,200.0,47.9,2.0,20490
6000,3328,15091,ford, Grand C-MAX,2011,Manual,142963,Diesel,145.0,53.3,2.0,3399
6001,3329,17185,vw, Shuttle,2019,Semi-Auto,14568,Diesel,145.0,32.8,2.0,27490
6002,3330,13236,bmw, X4,2019,Automatic,5789,Petrol,145.0,26.9,3.0,41850
6003,3331,16954,toyota, PROACE VERSO,2020,Automatic,1000,Diesel,145.0,38.7,2.0,37950
6004,3332,14046,bmw, X7,2019,Semi-Auto,3218,Diesel,145.0,33.6,3.0,66540
6005,3333,17495,ford, KA,2013,Manual,25300,Petrol,30.0,57.7,1.2,4950
6006,3334,13163,skoda, Scala,2019,Manual,4890,Petrol,145.0,49.6,1.0,15995
6007,3335,16707,hyundi, IX20,2016,Manual,18562,Petrol,125.0,50.4,1.4,7998
6008,3336,13165,toyota, Verso,2017,Automatic,26000,Petrol,145.0,43.5,1.8,13995
6009,3337,14064,vauxhall, Combo Life,2019,Manual,7968,Diesel,150.0,53.3,1.5,14498
6010,3338,18080,ford, KA,2010,Manual,19000,Petrol,30.0,55.4,1.2,3995
6011,3339,14458,bmw, X4,2019,Semi-Auto,6250,Diesel,145.0,42.8,2.0,35490
6012,3340,14159,toyota, Avensis,2011,Manual,75000,Petrol,200.0,42.2,1.8,5695
6013,3341,12310,ford, KA,2014,Manual,32385,Petrol,30.0,57.7,1.2,5997
6014,3342,18484,audi, Q8,2019,Automatic,9641,Diesel,150.0,30.7,4.0,82930
6015,3343,18507,bmw, M6,2015,Automatic,28314,Petrol,555.0,28.5,4.4,33500
6016,3344,15480,toyota, Avensis,2016,Manual,32189,Petrol,160.0,45.6,1.8,12498
6017,3345,15439,bmw, 6 Series,2017,Semi-Auto,6245,Diesel,145.0,51.4,3.0,27197
6018,3346,17440,hyundi, IX35,2012,Manual,28446,Petrol,200.0,41.5,1.6,7499
6019,3347,13118,bmw, X6,2017,Semi-Auto,3550,Diesel,150.0,44.8,3.0,35990
6020,3348,16144,vw, Arteon,2018,Semi-Auto,18563,Petrol,145.0,47.1,2.0,21444
6021,3349,18051,ford, Grand C-MAX,2017,Manual,15934,Petrol,30.0,54.3,1.0,11290
6022,3350,16036,ford, Puma,2020,Manual,150,Petrol,150.0,50.4,1.0,30000
6023,3351,12745,merc, S Class,2016,Semi-Auto,23743,Diesel,200.0,47.9,3.0,30998
6024,3352,12399,vw, Arteon,2019,Automatic,3882,Petrol,145.0,47.1,2.0,27240
6025,3353,14496,hyundi, I800,2019,Manual,4234,Diesel,145.0,31.7,2.5,21290
6026,3354,17212,bmw, 6 Series,2017,Automatic,11541,Petrol,145.0,31.0,4.4,35000
6027,3355,13183,audi, Q8,2019,Automatic,5000,Diesel,145.0,33.6,3.0,56990
6028,3356,13992,toyota, Hilux,2019,Automatic,1950,Diesel,260.0,36.2,2.4,24995
6029,3357,17940,ford, Grand Tourneo Connect,2016,Manual,47548,Diesel,30.0,64.2,1.5,11410
6030,3358,19476,merc, V Class,2017,Automatic,7833,Diesel,145.0,45.6,2.2,35699
6031,3359,15884,bmw, 6 Series,2017,Semi-Auto,9769,Diesel,145.0,51.4,3.0,29875
6032,3360,14359,vw, Arteon,2018,Semi-Auto,4294,Diesel,145.0,50.4,2.0,24995
6033,3361,18728,vauxhall, Combo Life,2018,Manual,20964,Diesel,145.0,53.3,1.5,13495
6034,3362,18097,skoda, Rapid,2016,Manual,15709,Diesel,0.0,78.5,1.4,9795
6035,3363,15151,toyota, Hilux,2018,Automatic,26198,Diesel,265.0,36.2,2.4,22498
6036,3364,15962,toyota, Verso,2016,Manual,14251,Diesel,30.0,62.8,1.6,12295
6037,3365,19449,skoda, Rapid,2015,Manual,31670,Petrol,30.0,57.7,1.2,7995
6038,3366,12439,merc, X-CLASS,2019,Automatic,500,Diesel,260.0,35.8,2.3,24945
6039,3367,16269,vw, Amarok,2019,Automatic,5648,Diesel,260.0,33.6,3.0,39990
6040,3368,13629,vauxhall, GTC,2016,Manual,10985,Diesel,30.0,65.7,1.6,10499
6041,3369,15078,toyota, Prius,2016,Automatic,20163,Hybrid,0.0,94.1,1.8,18495
6042,3370,19299,bmw, X6,2018,Semi-Auto,12648,Diesel,145.0,40.9,3.0,39589
6043,3371,13796,vauxhall, Agila,2014,Automatic,18488,Petrol,145.0,49.6,1.2,7250
6044,3372,12559,audi, RS6,2016,Semi-Auto,28639,Petrol,325.0,29.4,4.0,47992
6045,3373,16917,hyundi, I40,2015,Manual,56577,Diesel,30.0,65.7,1.7,7357
6046,3374,12889,vw, Amarok,2019,Automatic,9222,Diesel,260.0,33.6,3.0,29990
6047,3375,19138,ford, Grand C-MAX,2016,Manual,18415,Diesel,30.0,64.2,1.5,9899
6048,3376,12007,bmw, X6,2019,Automatic,9010,Diesel,145.0,34.9,3.0,58700
6049,3377,16323,ford, Mustang,2018,Semi-Auto,28915,Petrol,145.0,22.1,5.0,31991
6050,3378,15681,toyota, Avensis,2017,Automatic,22141,Petrol,145.0,46.3,1.8,13500
6051,3379,19578,toyota, Prius,2016,Automatic,12075,Hybrid,0.0,94.1,1.8,18390
6052,3380,18033,ford, Edge,2018,Manual,4974,Diesel,145.0,48.7,2.0,22299
6053,3381,18988,ford, Puma,2020,Manual,1000,Petrol,145.0,50.4,1.0,21000
6054,3382,15350,audi, RS6,2016,Automatic,24000,Petrol,325.0,29.4,4.0,49990
6055,3383,17005,vw, CC,2014,Manual,76705,Diesel,30.0,60.1,2.0,9295
6056,3384,19498,vw, Beetle,2014,Manual,44000,Petrol,145.0,47.9,1.2,7995
6057,3385,12306,toyota, Prius,2019,Automatic,1626,Hybrid,135.0,64.2,1.8,22995
6058,3386,13350,vw, Shuttle,2018,Manual,21226,Diesel,145.0,47.1,2.0,19998
6059,3387,15633,merc, X-CLASS,2019,Automatic,2746,Diesel,260.0,35.8,2.3,28950
6060,3388,17714,merc, S Class,2016,Semi-Auto,19953,Petrol,555.0,28.0,5.5,56995
6061,3389,15781,merc, CLS Class,2018,Automatic,18837,Diesel,150.0,47.9,2.9,34990
6062,3390,16814,ford, Galaxy,2017,Semi-Auto,40512,Diesel,150.0,52.3,2.0,18498
6063,3391,15441,vw, Scirocco,2009,Manual,80000,Petrol,260.0,37.2,2.0,6275
6064,3392,12115,merc, M Class,2013,Automatic,70710,Diesel,300.0,39.2,3.0,16490
6065,3393,18869,bmw, M4,2019,Semi-Auto,7603,Petrol,145.0,32.5,3.0,39990
6066,3394,17389,vw, Arteon,2019,Automatic,6600,Diesel,145.0,50.4,2.0,27371
6067,3395,15193,ford, Edge,2019,Automatic,667,Diesel,145.0,37.2,2.0,32489
6068,3396,15726,bmw, 7 Series,2020,Semi-Auto,1501,Diesel,145.0,42.2,3.0,54995
6069,3397,15592,ford, Mustang,2020,Semi-Auto,151,Petrol,145.0,22.1,5.0,37990
6070,3398,16832,audi, R8,2019,Automatic,11936,Petrol,145.0,21.4,5.2,117990
6071,3399,16792,bmw, 8 Series,2018,Semi-Auto,3891,Petrol,145.0,26.9,4.4,63980
6072,3400,17160,bmw, M4,2018,Manual,8869,Petrol,145.0,32.1,3.0,38776
6073,3401,17358,toyota, Prius,2018,Automatic,34502,Hybrid,140.0,235.0,1.8,18699
6074,3402,15584,merc, SLK,2015,Automatic,27630,Diesel,30.0,70.6,2.1,14400
6075,3403,17896,hyundi, Santa Fe,2019,Semi-Auto,2265,Diesel,145.0,39.2,2.2,35995
6076,3404,16839,toyota, Prius,2016,Automatic,28000,Hybrid,0.0,85.6,1.8,17695
6077,3405,18555,hyundi, IX35,2014,Manual,54304,Diesel,145.0,53.3,0.0,8700
6078,3406,18535,vauxhall, Combo Life,2019,Manual,2494,Petrol,150.0,42.2,1.2,13999
6079,3407,17379,hyundi, I40,2014,Automatic,56078,Diesel,200.0,47.1,1.7,8921
6080,3408,17576,audi, S4,2004,Automatic,88024,Petrol,325.0,22.4,4.2,6990
6081,3409,13591,merc, CLS Class,2015,Automatic,23446,Diesel,125.0,57.7,2.1,18499
6082,3410,14302,merc, SLK,2016,Semi-Auto,8417,Diesel,30.0,70.6,2.0,18980
6083,3411,13028,skoda, Scala,2020,Manual,642,Diesel,145.0,57.7,1.6,22499
6084,3412,18204,ford, Grand C-MAX,2017,Automatic,14420,Diesel,30.0,58.9,1.5,10830
6085,3413,17291,bmw, X4,2019,Semi-Auto,5763,Diesel,150.0,42.8,2.0,34950
6086,3414,13985,toyota, Hilux,2018,Manual,21381,Diesel,265.0,40.4,2.4,14598
6087,3415,12075,merc, SLK,2015,Automatic,13000,Diesel,150.0,56.5,2.1,17900
6088,3416,15184,vauxhall, GTC,2015,Manual,52145,Diesel,30.0,67.3,1.6,7830
6089,3417,19590,hyundi, I40,2016,Manual,34504,Diesel,30.0,65.7,1.7,11695
6090,3418,15593,merc, CLS Class,2017,Semi-Auto,15833,Diesel,160.0,49.6,3.0,23995
6091,3419,12652,merc, CLS Class,2017,Semi-Auto,34567,Diesel,145.0,51.4,3.0,21950
6092,3420,17794,merc, S Class,2017,Semi-Auto,20224,Diesel,160.0,52.3,3.0,31998
6093,3421,15270,vw, Caravelle,2019,Automatic,6900,Diesel,145.0,33.6,2.0,42495
6094,3422,17612,merc, GL Class,2015,Automatic,53845,Diesel,125.0,56.5,2.1,15799
6095,3423,12403,vauxhall, Combo Life,2019,Manual,8987,Diesel,145.0,53.3,1.5,13798
6096,3424,14317,ford, KA,2016,Manual,43151,Petrol,30.0,57.7,1.2,4500
6097,3425,19313,bmw, Z4,2019,Automatic,2200,Petrol,145.0,37.2,2.0,31600
6098,3426,17982,ford, Galaxy,2016,Manual,24696,Petrol,160.0,43.5,1.5,19279
6099,3427,14745,ford, Galaxy,2017,Automatic,6989,Diesel,150.0,52.3,2.0,20999
6100,3428,13090,merc, CLS Class,2016,Semi-Auto,24086,Diesel,160.0,51.4,3.0,22490
6101,3429,12827,hyundi, IX35,2013,Manual,54321,Diesel,150.0,53.3,1.7,6999
6102,3430,17332,vw, Eos,2012,Manual,74000,Diesel,125.0,58.9,2.0,5990
6103,3431,12495,ford, Galaxy,2017,Manual,20747,Diesel,150.0,56.5,2.0,17799
6104,3432,18944,bmw, X4,2019,Semi-Auto,5450,Petrol,145.0,26.9,3.0,40775
6105,3433,18814,ford, KA,2015,Manual,31168,Petrol,30.0,57.7,1.2,5500
6106,3434,13263,bmw, X6,2018,Semi-Auto,11637,Diesel,145.0,44.8,3.0,40092
6107,3435,17073,bmw, X7,2019,Semi-Auto,2137,Diesel,145.0,33.6,3.0,62990
6108,3436,15493,audi, A8,2019,Automatic,1910,Diesel,145.0,40.4,3.0,42500
6109,3437,13976,merc, CLA Class,2020,Automatic,3653,Diesel,145.0,55.4,2.0,31150
6110,3438,19443,skoda, Rapid,2017,Manual,33228,Petrol,30.0,57.7,1.2,8990
6111,3439,15258,merc, X-CLASS,2019,Automatic,13000,Diesel,260.0,31.4,3.0,33990
6112,3440,16671,bmw, 7 Series,2006,Automatic,81000,Diesel,325.0,34.4,3.0,4995
6113,3441,14455,vw, Tiguan Allspace,2020,Semi-Auto,2500,Diesel,145.0,38.7,2.0,37950
6114,3442,12865,bmw, M4,2019,Automatic,299,Petrol,145.0,32.5,3.0,44889
6115,3443,14732,bmw, 7 Series,2018,Semi-Auto,22892,Petrol,145.0,41.5,3.0,25998
6116,3444,15971,bmw, M4,2019,Semi-Auto,3447,Petrol,145.0,34.0,3.0,45940
6117,3445,12170,hyundi, IX35,2015,Manual,28040,Diesel,145.0,53.3,1.7,9099
6118,3446,14398,toyota, Verso,2015,Manual,34000,Petrol,200.0,42.8,1.6,9495
6119,3447,18331,ford, Grand C-MAX,2016,Automatic,19525,Diesel,125.0,56.5,2.0,13499
6120,3448,17973,vw, Eos,2015,Manual,41850,Diesel,125.0,58.9,2.0,12495
6121,3449,17753,ford, Grand C-MAX,2018,Manual,12135,Petrol,145.0,47.1,1.0,13999
6122,3450,12823,ford, Edge,2017,Automatic,41000,Diesel,145.0,48.7,2.0,20994
6123,3451,17644,merc, V Class,2019,Semi-Auto,1000,Diesel,145.0,44.8,2.2,49589
6124,3452,15562,toyota, Prius,2018,Automatic,43678,Hybrid,135.0,235.0,1.8,19699
6125,3453,17356,skoda, Yeti,2015,Semi-Auto,59000,Diesel,165.0,51.4,2.0,12495
6126,3454,19346,ford, Galaxy,2016,Manual,39886,Diesel,125.0,56.5,2.0,15899
6127,3455,12698,toyota, Prius,2017,Automatic,47626,Hybrid,0.0,94.1,1.8,18495
6128,3456,15551,bmw, X4,2019,Automatic,8610,Diesel,145.0,40.9,3.0,38995
6129,3457,12678,vw, Caravelle,2019,Automatic,947,Diesel,145.0,32.8,2.0,49996
6130,3458,12114,vw, Beetle,2016,Semi-Auto,44533,Petrol,200.0,42.2,2.0,14490
6131,3459,13423,merc, X-CLASS,2019,Automatic,9772,Diesel,260.0,35.8,2.3,25926
6132,3460,12991,hyundi, I40,2015,Semi-Auto,61919,Diesel,125.0,56.5,1.7,9495
6133,3461,18288,audi, A8,2018,Automatic,5022,Diesel,145.0,40.4,3.0,37902
6134,3462,14077,merc, X-CLASS,2019,Automatic,8000,Diesel,260.0,31.4,3.0,33990
6135,3463,13062,audi, RS4,2019,Semi-Auto,10388,Petrol,145.0,29.1,2.9,55990
6136,3464,15746,ford, Grand C-MAX,2017,Semi-Auto,15866,Diesel,30.0,58.9,1.5,11695
6137,3465,15386,hyundi, IX20,2016,Manual,27000,Petrol,125.0,50.4,1.4,8500
6138,3466,16526,ford, Puma,2019,Manual,470,Petrol,145.0,51.4,1.0,20000
6139,3467,14921,vauxhall, GTC,2017,Manual,23903,Petrol,165.0,47.1,1.4,10998
6140,3468,15307,merc, X-CLASS,2019,Automatic,3800,Diesel,260.0,35.8,2.3,34500
6141,3469,12093,vw, Scirocco,2015,Manual,30367,Petrol,145.0,37.2,2.0,12217
6142,3470,14879,toyota, GT86,2019,Manual,4442,Petrol,145.0,33.2,2.0,25850
6143,3471,14143,ford, Galaxy,2016,Manual,77495,Diesel,125.0,56.5,2.0,13998
6144,3472,14976,toyota, Prius,2005,Automatic,130000,Hybrid,10.0,65.7,1.5,2495
6145,3473,15940,vw, Scirocco,2015,Manual,54000,Diesel,20.0,55.4,2.0,11995
6146,3474,16665,vauxhall, Combo Life,2019,Manual,1700,Petrol,145.0,42.2,1.2,14995
6147,3475,12792,merc, S Class,2019,Automatic,1501,Diesel,145.0,41.5,3.0,54990
6148,3476,17701,vauxhall, GTC,2016,Manual,28521,Petrol,160.0,47.1,1.4,8298
6149,3477,18475,merc, X-CLASS,2017,Automatic,23219,Diesel,140.0,35.8,2.3,24990
6150,3478,17471,vw, Arteon,2019,Semi-Auto,7299,Diesel,145.0,50.4,2.0,29995
6151,3479,17568,ford, Galaxy,2014,Manual,44314,Diesel,150.0,49.6,2.0,11950
6152,3480,13458,merc, CLA Class,2019,Automatic,13968,Diesel,145.0,51.4,2.1,25239
6153,3481,17971,vw, Eos,2008,Automatic,127000,Petrol,280.0,34.5,2.0,3695
6154,3482,14846,merc, S Class,2019,Automatic,1803,Diesel,145.0,52.3,3.0,63099
6155,3483,18984,bmw, X6,2019,Semi-Auto,7200,Diesel,145.0,33.2,3.0,64900
6156,3484,12785,hyundi, I40,2016,Semi-Auto,59335,Diesel,125.0,56.5,1.7,9500
6157,3485,16308,merc, GL Class,2015,Semi-Auto,44902,Diesel,325.0,36.2,3.0,30698
6158,3486,19137,vauxhall, Vivaro,2018,Manual,18673,Diesel,145.0,40.9,1.6,16495
6159,3487,17211,merc, GLS Class,2018,Automatic,6285,Diesel,145.0,37.2,3.0,44444
6160,3488,19222,ford, Edge,2017,Semi-Auto,21955,Diesel,145.0,47.9,2.0,21000
6161,3489,18541,ford, Tourneo Connect,2016,Automatic,56892,Diesel,125.0,56.6,1.5,10873
6162,3490,12747,ford, Galaxy,2019,Semi-Auto,7439,Diesel,145.0,53.3,2.0,24500
6163,3491,18458,merc, S Class,2014,Semi-Auto,13460,Diesel,205.0,48.7,3.0,29772
6164,3492,15867,toyota, GT86,2017,Manual,9639,Petrol,260.0,36.2,2.0,19500
6165,3493,12426,audi, A8,2013,Automatic,43052,Diesel,235.0,44.1,3.0,16999
6166,3494,14083,bmw, X4,2014,Semi-Auto,41773,Diesel,145.0,54.3,2.0,20572
6167,3495,18262,merc, GL Class,2016,Automatic,35025,Diesel,125.0,56.5,2.1,17069
6168,3496,12891,skoda, Scala,2020,Manual,600,Petrol,150.0,49.6,1.0,17980
6169,3497,16972,merc, V Class,2019,Semi-Auto,3337,Diesel,145.0,44.8,2.2,44999
6170,3498,16896,skoda, Rapid,2016,Manual,50000,Petrol,30.0,57.7,1.2,7435
6171,3499,12105,merc, X-CLASS,2019,Automatic,8974,Diesel,265.0,35.8,2.3,22995
6172,3500,18945,ford, Galaxy,2016,Manual,35029,Diesel,125.0,56.5,2.0,16299
6173,3501,13498,vauxhall, Combo Life,2018,Manual,11886,Diesel,145.0,53.3,1.5,14499
6174,3502,19363,toyota, PROACE VERSO,2019,Manual,7350,Diesel,145.0,40.4,2.0,24990
6175,3503,19580,merc, GLS Class,2017,Automatic,8823,Diesel,145.0,37.2,3.0,41750
6176,3504,14533,merc, CLS Class,2016,Automatic,46068,Diesel,145.0,56.5,2.1,21245
6177,3505,13593,merc, V Class,2019,Semi-Auto,3000,Diesel,145.0,44.8,2.2,46949
6178,3506,18960,merc, SLK,2007,Automatic,69000,Petrol,325.0,32.1,1.8,6495
6179,3507,18247,vauxhall, GTC,2015,Manual,36189,Petrol,160.0,44.8,1.6,8691
6180,3508,17354,bmw, M4,2019,Semi-Auto,1501,Petrol,145.0,34.0,3.0,56995
6181,3509,17778,audi, RS4,2018,Automatic,12500,Petrol,145.0,32.1,2.9,50888
6182,3510,13618,vw, Caravelle,2013,Automatic,31528,Diesel,325.0,36.7,2.0,18970
6183,3511,17235,ford, Galaxy,2017,Manual,20888,Diesel,125.0,56.5,2.0,20000
6184,3512,18860,vw, CC,2015,Manual,61090,Diesel,30.0,62.8,2.0,9998
6185,3513,14651,vw, Shuttle,2018,Semi-Auto,19652,Diesel,150.0,47.1,2.0,26995
6186,3514,12174,vw, Arteon,2018,Automatic,9288,Diesel,145.0,44.1,2.0,23700
6187,3515,12957,bmw, X4,2017,Automatic,35016,Diesel,150.0,54.3,2.0,22500
6188,3516,18902,ford, Tourneo Custom,2018,Automatic,24568,Diesel,145.0,31.7,2.0,19995
6189,3517,16698,toyota, Prius,2018,Automatic,49000,Hybrid,135.0,94.1,1.8,16995
6190,3518,17573,merc, CLS Class,2019,Semi-Auto,6056,Diesel,145.0,47.9,2.9,44599
6191,3519,14844,merc, M Class,2015,Automatic,49000,Diesel,200.0,45.6,2.2,18450
6192,3520,18764,vw, Tiguan Allspace,2020,Semi-Auto,6000,Diesel,145.0,38.7,2.0,36999
6193,3521,18883,audi, SQ5,2018,Automatic,37000,Petrol,145.0,34.0,3.0,35950
6194,3522,17030,toyota, Prius,2015,Automatic,30862,Other,10.0,64.2,1.8,21990
6195,3523,12371,bmw, 7 Series,2014,Semi-Auto,74269,Diesel,165.0,50.4,3.0,18485
6196,3524,17103,merc, CLA Class,2015,Automatic,50510,Diesel,20.0,68.9,2.1,14295
6197,3525,14459,vauxhall, GTC,2017,Automatic,24628,Petrol,200.0,42.8,1.4,8795
6198,3526,13345,bmw, X4,2015,Automatic,26722,Diesel,205.0,47.9,3.0,21800
6199,3527,18356,skoda, Scala,2020,Manual,1422,Petrol,145.0,49.6,1.0,15995
6200,3528,13283,skoda, Scala,2019,Manual,7156,Petrol,150.0,49.6,1.0,13999
6201,3529,14965,vw, Amarok,2018,Automatic,38360,Diesel,260.0,36.2,3.0,24995
6202,3530,17826,bmw, X6,2019,Semi-Auto,2137,Diesel,145.0,34.9,3.0,59990
6203,3531,17598,toyota, Prius,2018,Automatic,43584,Hybrid,135.0,235.0,1.8,19072
6204,3532,14073,vw, Scirocco,2015,Manual,41878,Diesel,20.0,55.4,2.0,14321
6205,3533,14433,bmw, M5,2016,Semi-Auto,25780,Petrol,565.0,28.5,4.4,36494
6206,3534,17316,hyundi, IX35,2014,Manual,54550,Diesel,150.0,53.3,1.7,8498
6207,3535,17424,merc, GLS Class,2019,Semi-Auto,11584,Diesel,145.0,37.2,3.0,47980
6208,3536,14837,skoda, Scala,2019,Semi-Auto,8347,Petrol,150.0,47.1,1.0,15850
6209,3537,15009,skoda, Scala,2019,Manual,5000,Petrol,145.0,49.6,1.0,14950
6210,3538,13330,merc, X-CLASS,2018,Automatic,28415,Diesel,260.0,35.8,2.3,29869
6211,3539,16184,hyundi, IX20,2013,Manual,45016,Petrol,145.0,45.6,1.4,5800
6212,3540,14166,vauxhall, Combo Life,2018,Manual,17248,Diesel,145.0,53.3,1.5,13895
6213,3541,17151,bmw, i3,2017,Automatic,16867,Hybrid,135.0,470.8,0.0,21494
6214,3542,13556,ford, KA,2013,Manual,60000,Petrol,30.0,57.7,1.2,3999
6215,3543,13754,ford, Grand C-MAX,2015,Manual,54764,Diesel,30.0,64.2,1.5,9000
6216,3544,17976,ford, Tourneo Custom,2019,Manual,5341,Diesel,145.0,32.5,2.0,24995
